 "'AS-IS'" 1 
 "ACTUAL" 1 (L 5115, off 18) 
 "Online" 2 (L 24, off 51) (L 4905, off 51) 
 "Pain" 2 (L 3104, off 0) (L 3159, off 10) 
 "Pals" 2 (L 107, off 8) (L 145, off 3) 
 "Perhaps" 2 (L 1777, off 26) (L 1854, off 19) 
 "Plain" 2 (L 5040, off 1) (L 5044, off 38) 
 "Prisoner" 2 (L 123, off 8) (L 2766, off 3) 
 "Produced" 2 (L 24, off 0) (L 4905, off 0) 
 "Proofreading" 2 (L 25, off 12) (L 4906, off 12) 
 "Rinehart" 2 (L 90, off 24) (L 93, off 23) 
 "Royalty" 2 (L 5061, off 53) (L 5064, off 15) 
 "SBS" 2 (L 73, off 5) (L 4870, off 5) 
 "SCHOLASTIC" 2 (L 73, off 10) (L 4869, off 4) 
 "SERVICES" 2 (L 73, off 26) (L 4869, off 20) 
 "START" 2 (L 19, off 4) (L 4931, off 4) 
 "See" 2 (L 4962, off 63) (L 4966, off 8) 
 "Services" 2 (L 92, off 16) 
 "Several" 2 (L 603, off 0) (L 1388, off 0) 
 "Shaking" 2 (L 1419, off 19) (L 3438, off 0) 
 "Sheriff" 2 (L 813, off 42) (L 882, off 0) 
 "Silently" 2 (L 3694, off 0) (L 3859, off 0) 
 "Snow" 2 (L 2091, off 37) (L 3341, off 6) 
 "Some" 2 (L 2935, off 13) (L 5137, off 8) 
 "Sometimes" 2 (L 212, off 13) (L 2221, off 43) 
 "Standing" 2 (L 2424, off 39) (L 3718, off 40) 
 "Stay" 2 (L 135, off 16) (L 4747, off 12) 
 "Stephen" 2 (L 24, off 12) (L 4905, off 12) 
 "Strong" 2 (L 121, off 12) (L 2407, off 7) 
 "Summer" 2 (L 975, off 0) (L 1995, off 54) 
 "Survive" 2 (L 121, off 19) (L 2407, off 14) 
 "THAT" 2 (L 5111, off 17) (L 5113, off 40) 
 "Takes" 2 (L 131, off 12) (L 4397, off 8) 
 "Team" 2 (L 25, off 25) (L 4906, off 25) 
 "Tell" 2 (L 324, off 53) (L 4060, off 60) 
 "Terms" 2 (L 4916, off 25) (L 4944, off 20) 
 "These" 2 (L 186, off 31) (L 2074, off 56) 
 "Thief" 2 (L 111, off 14) (L 741, off 9) 
 "Those" 2 (L 171, off 65) (L 1011, off 0) 
 "Three" 2 (L 677, off 48) (L 1391, off 14) 
 "Thus" 2 (L 1005, off 21) (L 5248, off 40) 
 "Together" 2 (L 3950, off 5) (L 4380, off 25) 
 "Trail" 2 (L 131, off 22) (L 4397, off 18) 
 "Trails" 2 (L 127, off 12) (L 3425, off 8) 
 "Turning" 2 (L 2281, off 25) (L 2461, off 14) 
 "Twice" 2 (L 1345, off 18) (L 4577, off 7) 
 "Vanilla" 2 (L 5040, off 7) (L 5044, off 44) 
 "WARRANTIES" 2 (L 5134, off 0) (L 5135, off 0) 
 "WARRANTY" 2 (L 5105, off 16) (L 5112, off 21) 
 "Walking" 2 (L 1155, off 44) (L 4802, off 0) 
 "Way" 2 (L 119, off 12) (L 2019, off 7) 
 "Winston" 2 (L 90, off 37) (L 93, off 36) 
 "Within" 2 (L 2819, off 0) (L 4690, off 7) 
 "Yes" 2 (L 821, off 1) (L 827, off 7) 
 "York" 2 (L 74, off 8) (L 4870, off 14) 
 "abruptly" 2 (L 337, off 23) (L 4617, off 38) 
 "abyss" 2 (L 2773, off 20) (L 3620, off 16) 
 "accordance" 2 (L 5077, off 18) (L 5147, off 61) 
 "accounted" 2 (L 2085, off 54) (L 4556, off 0) 
 "accuracy" 2 (L 3983, off 25) (L 4108, off 61) 
 "acres" 2 (L 951, off 45) (L 2742, off 31) 
 "act" 2 (L 884, off 64) (L 4795, off 11) 
 "acting" 2 (L 884, off 35) (L 3873, off 35) 
 "affair" 2 (L 843, off 12) (L 882, off 44) 
 "afforded" 2 (L 2787, off 47) (L 4387, off 25) 
 "age" 2 (L 2574, off 31) (L 4268, off 61) 
 "aim" 2 (L 861, off 53) (L 1795, off 48) 
 "aimed" 2 (L 2578, off 39) (L 3953, off 9) 
 "alongside" 2 (L 1288, off 50) (L 2849, off 61) 
 "ambush" 2 (L 1306, off 62) (L 4087, off 60) 
 "amount" 2 (L 745, off 39) (L 1937, off 54) 
 "ample" 2 (L 327, off 47) (L 3372, off 40) 
 "amused" 2 (L 4005, off 9) (L 4071, off 35) 
 "annoyed" 2 (L 542, off 32) (L 1797, off 21) 
 "anthill" 2 (L 1550, off 59) (L 1553, off 7) 
 "antlered" 2 (L 1986, off 61) (L 2229, off 0) 
 "approach" 2 (L 4119, off 20) (L 5225, off 0) 
 "area" 2 (L 615, off 0) (L 3488, off 28) 
 "argument" 2 (L 2837, off 35) (L 2977, off 21) 
 "arm" 2 (L 396, off 51) (L 4655, off 46) 
 "arms" 2 (L 1335, off 43) (L 2107, off 0) 
 "arrived" 2 (L 2819, off 31) (L 3530, off 21) 
 "ask" 2 (L 847, off 0) (L 2971, off 48) 
 "available" 2 (L 4940, off 22) (L 5168, off 14) 
 "avenue" 2 (L 2771, off 51) (L 3970, off 51) 
 "avoid" 2 (L 2686, off 50) (L 3617, off 39) 
 "baby" 2 (L 1749, off 25) (L 4074, off 56) 
 "backs" 2 (L 2115, off 12) (L 3644, off 42) 
 "balance" 2 (L 3154, off 31) (L 3571, off 42) 
 "barking" 2 (L 2060, off 61) (L 4373, off 49) 
 "barred" 2 (L 1187, off 34) (L 3047, off 18) 
 "based" 2 (L 4975, off 6) (L 4989, off 26) 
 "battering" 2 (L 3170, off 26) (L 3591, off 54) 
 "battlers" 2 (L 1717, off 9) (L 2471, off 0) 
 "beady" 2 (L 171, off 53) (L 399, off 43) 
 "beard" 2 (L 303, off 66) (L 828, off 18) 
 "belief" 2 (L 1196, off 36) (L 2975, off 50) 
 "benches" 2 (L 979, off 48) (L 1804, off 21) 
 "beneath" 2 (L 1719, off 38) (L 3500, off 48) 
 "betrayed" 2 (L 3021, off 33) (L 4329, off 61) 
 "bewildered" 2 (L 3959, off 0) (L 3986, off 30) 
 "biggest" 2 (L 168, off 31) (L 288, off 51) 
 "billowing" 2 (L 649, off 0) (L 3490, off 0) 
 "birds" 2 (L 1054, off 35) (L 4714, off 60) 
 "bitterly" 2 (L 2158, off 27) (L 4864, off 4) 
 "blasts" 2 (L 3262, off 23) (L 4309, off 41) 
 "bleak" 2 (L 3342, off 9) (L 3527, off 56) 
 "blooded" 2 (L 4047, off 8) (L 4100, off 35) 
 "bloomed" 2 (L 1130, off 39) (L 2786, off 48) 
 "blossoms" 2 (L 1131, off 15) (L 2650, off 48) 
 "blotted" 2 (L 1444, off 39) (L 2117, off 6) 
 "boiled" 2 (L 1124, off 44) (L 3289, off 29) 
 "boiling" 2 (L 3302, off 36) (L 4410, off 34) 
 "bordered" 2 (L 173, off 0) (L 623, off 58) 
 "bother" 2 (L 297, off 39) (L 2079, off 23) 
 "boy" 2 (L 40, off 14) (L 1326, off 27) 
 "braves" 2 (L 1306, off 31) (L 1346, off 58) 
 "breastbone" 2 (L 1620, off 0) (L 1625, off 42) 
 "breeze" 2 (L 1800, off 52) (L 3035, off 0) 
 "bristled" 2 (L 762, off 57) (L 804, off 13) 
 "brother" 2 (L 1774, off 31) (L 1794, off 38) 
 "brute" 2 (L 470, off 46) (L 3019, off 9) 
 "buffalo" 2 (L 712, off 42) (L 1064, off 53) 
 "bugle" 2 (L 4288, off 60) (L 4297, off 17) 
 "bulging" 2 (L 3241, off 35) (L 4755, off 0) 
 "bunk" 2 (L 4499, off 12) (L 4539, off 37) 
 "burrows" 2 (L 1054, off 5) (L 1816, off 56) 
 "buryin" 2 (L 4643, off 35) (L 4820, off 17) 
 "busily" 2 (L 2777, off 5) (L 3344, off 39) 
 "calls" 2 (L 837, off 37) (L 1029, off 7) 
 "canopy" 2 (L 728, off 50) (L 4389, off 29) 
 "carpet" 2 (L 165, off 48) (L 3251, off 17) 
 "carpeted" 2 (L 610, off 39) (L 2079, off 42) 
 "case" 2 (L 4073, off 12) (L 4620, off 30) 
 "cause" 2 (L 5152, off 3) (L 5154, off 50) 
 "cave" 2 (L 1008, off 27) (L 2171, off 21) 
 "caved" 2 (L 1014, off 14) (L 2387, off 44) 
 "celebrated" 2 (L 1991, off 53) (L 3492, off 52) 
 "centers" 2 (L 1458, off 0) (L 3420, off 37) 
 "certainly" 2 (L 745, off 14) (L 4882, off 9) 
 "chain" 2 (L 158, off 21) (L 4831, off 33) 
 "changing" 2 (L 967, off 26) (L 2010, off 17) 
 "chased" 2 (L 1680, off 10) (L 4210, off 35) 
 "chattering" 2 (L 763, off 29) (L 1760, off 32) 
 "checking" 2 (L 3952, off 23) (L 4515, off 34) 
 "chests" 2 (L 663, off 65) (L 1069, off 51) 
 "chinook" 2 (L 2626, off 21) (L 3428, off 19) 
 "chir-r-r-up" 2 (L 213, off 22) (L 2058, off 14) 
 "chocks" 2 (L 225, off 63) (L 226, off 52) 
 "chose" 2 (L 1814, off 20) (L 3353, off 3) 
 "chosen" 2 (L 2143, off 40) (L 3590, off 20) 
 "circling" 2 (L 1644, off 58) (L 3512, off 16) 
 "circular" 2 (L 1013, off 47) (L 1295, off 22) 
 "city" 2 (L 1009, off 8) (L 1026, off 12) 
 "clay" 2 (L 410, off 19) (L 1125, off 23) 
 "clearly" 2 (L 863, off 0) (L 5064, off 42) 
 "clicked" 2 (L 356, off 45) (L 1591, off 14) 
 "clicking" 2 (L 1720, off 56) (L 2902, off 16) 
 "climb" 2 (L 2832, off 52) (L 3224, off 0) 
 "cling" 2 (L 1128, off 24) (L 2032, off 26) 
 "clinging" 2 (L 2238, off 28) (L 2898, off 17) 
 "clock" 2 (L 212, off 6) (L 4824, off 55) 
 "coated" 2 (L 2247, off 9) (L 2249, off 61) 
 "coaxing" 2 (L 1937, off 64) (L 4798, off 34) 
 "colony" 2 (L 2744, off 0) (L 4757, off 22) 
 "colored" 2 (L 729, off 59) (L 1754, off 60) 
 "companionship" 2 (L 3344, off 4) (L 3588, off 28) 
 "completely" 2 (L 760, off 56) (L 1903, off 30) 
 "computer" 2 (L 5102, off 0) (L 5102, off 19) 
 "computers" 2 (L 5160, off 62) (L 5161, off 45) 
 "concept" 2 (L 4918, off 33) (L 5241, off 0) 
 "concerning" 2 (L 4990, off 60) (L 5228, off 15) 
 "concert" 2 (L 1467, off 43) (L 2659, off 44) 
 "cones" 2 (L 2095, off 0) (L 2169, off 13) 
 "confinement" 2 (L 2907, off 58) (L 3907, off 38) 
 "confining" 2 (L 2750, off 56) (L 2999, off 46) 
 "constantly" 2 (L 1581, off 3) (L 1809, off 0) 
 "contain" 2 (L 5009, off 33) (L 5098, off 55) 
 "containing" 2 (L 372, off 59) (L 5027, off 43) 
 "contentedly" 2 (L 377, off 19) (L 1484, off 23) 
 "control" 2 (L 4175, off 0) (L 4182, off 57) 
 "cooled" 2 (L 641, off 16) (L 3649, off 13) 
 "cooped" 2 (L 1198, off 13) (L 4616, off 40) 
 "coot" 2 (L 835, off 42) (L 869, off 46) 
 "copied" 2 (L 5001, off 0) (L 5010, off 65) 
 "cornered" 2 (L 2360, off 41) (L 2468, off 5) 
 "costs" 2 (L 5110, off 30) (L 5150, off 29) 
 "cottonwoods" 2 (L 1511, off 0) (L 1548, off 18) 
 "count" 2 (L 225, off 52) (L 258, off 43) 
 "counted" 2 (L 4109, off 0) (L 4832, off 50) 
 "cowboy" 2 (L 793, off 0) (L 4161, off 44) 
 "cowboys" 2 (L 483, off 43) (L 3524, off 16) 
 "cracks" 2 (L 717, off 57) (L 4379, off 32) 
 "crammed" 2 (L 2170, off 21) (L 4431, off 28) 
 "created" 2 (L 5169, off 42) (L 5246, off 38) 
 "creation" 2 (L 198, off 14) (L 4923, off 8) 
 "creek" 2 (L 152, off 51) (L 2205, off 39) 
 "crippled" 2 (L 1322, off 46) (L 2240, off 47) 
 "critter" 2 (L 4111, off 46) (L 4786, off 10) 
 "crooked" 2 (L 1341, off 25) (L 3006, off 27) 
 "cropping" 2 (L 1580, off 11) (L 1984, off 39) 
 "cross" 2 (L 625, off 40) (L 3194, off 56) 
 "crouched" 2 (L 2477, off 8) (L 2502, off 16) 
 "crunched" 2 (L 255, off 33) (L 4797, off 63) 
 "curling" 2 (L 1030, off 9) (L 4470, off 17) 
 "curved" 2 (L 656, off 18) (L 3006, off 51) 
 "curves" 2 (L 2127, off 0) (L 3275, off 0) 
 "dab" 2 (L 4064, off 53) (L 4074, off 0) 
 "daisies" 2 (L 951, off 54) (L 2917, off 0) 
 "damages" 2 (L 5110, off 21) (L 5138, off 62) 
 "dart" 2 (L 214, off 41) (L 3098, off 12) 
 "date" 2 (L 5062, off 48) (L 5192, off 51) 
 "daytime" 2 (L 1816, off 0) (L 2023, off 49) 
 "dealt" 2 (L 843, off 59) (L 883, off 41) 
 "defect" 2 (L 5078, off 55) (L 5120, off 0) 
 "defense" 2 (L 2584, off 25) (L 4272, off 31) 
 "definite" 2 (L 745, off 0) (L 2067, off 20) 
 "defying" 2 (L 1033, off 25) (L 2144, off 8) 
 "demanded" 2 (L 3267, off 27) (L 3780, off 12) 
 "demands" 2 (L 3775, off 22) (L 3780, off 40) 
 "depend" 2 (L 710, off 42) (L 1654, off 17) 
 "depended" 2 (L 417, off 56) (L 3675, off 0) 
 "descending" 2 (L 1789, off 0) (L 2798, off 39) 
 "descent" 2 (L 1859, off 42) (L 2803, off 26) 
 "desperately" 2 (L 2476, off 4) (L 4187, off 40) 
 "destroy" 2 (L 4951, off 64) (L 5073, off 5) 
 "detail" 2 (L 772, off 45) (L 1851, off 19) 
 "die" 2 (L 1198, off 9) (L 1641, off 43) 
 "disclaimer" 2 (L 5139, off 7) (L 5141, off 32) 
 "disdain" 2 (L 911, off 30) (L 1050, off 61) 
 "dismount" 2 (L 2938, off 18) (L 4081, off 36) 
 "disturb" 2 (L 217, off 37) (L 2299, off 8) 
 "divided" 2 (L 3652, off 13) (L 3894, off 8) 
 "dodge" 2 (L 2808, off 0) (L 3610, off 34) 
 "doorway" 2 (L 864, off 0) (L 4780, off 58) 
 "doubled" 2 (L 675, off 23) (L 1575, off 0) 
 "downhill" 2 (L 1365, off 27) (L 4325, off 4) 
 "drag" 2 (L 1128, off 34) (L 1275, off 4) 
 "dragged" 2 (L 291, off 0) (L 3836, off 4) 
 "dragging" 2 (L 3418, off 50) (L 3790, off 30) 
 "drifted" 2 (L 995, off 26) (L 2145, off 16) 
 "drink" 2 (L 929, off 51) (L 1922, off 19) 
 "dull-witted" 2 (L 2874, off 4) (L 2875, off 0) 
 "dunes" 2 (L 720, off 41) (L 1127, off 0) 
 "dusty" 2 (L 2664, off 8) (L 4409, off 58) 
 "earlier" 2 (L 1006, off 59) (L 1692, off 40) 
 "ease" 2 (L 565, off 39) (L 3196, off 19) 
 "eased" 2 (L 1365, off 40) (L 4429, off 4) 
 "edition" 2 (L 91, off 42) (L 5249, off 52) 
 "electronically" 2 (L 5126, off 34) (L 5128, off 17) 
 "email" 2 (L 5191, off 63) (L 5259, off 17) 
 "employees" 2 (L 5094, off 41) (L 5189, off 46) 
 "ending" 2 (L 1664, off 19) (L 4291, off 11) 
 "ends" 2 (L 1685, off 13) (L 4143, off 25) 
 "enraged" 2 (L 1902, off 18) (L 3726, off 50) 
 "entrance" 2 (L 3866, off 0) (L 4383, off 4) 
 "erect" 2 (L 1585, off 16) (L 3076, off 49) 
 "escaped" 2 (L 1930, off 25) (L 2611, off 0) 
 "execution" 2 (L 3848, off 4) (L 3899, off 39) 
 "exempt" 2 (L 5181, off 37) (L 5210, off 61) 
 "exercise" 2 (L 1194, off 45) (L 3014, off 4) 
 "expect" 2 (L 2224, off 32) (L 3850, off 54) 
 "expenses" 2 (L 5110, off 40) (L 5150, off 39) 
 "explained" 2 (L 341, off 52) (L 3844, off 32) 
 "explanation" 2 (L 5122, off 8) (L 5124, off 13) 
 "explored" 2 (L 2740, off 30) (L 4765, off 40) 
 "expressionless" 2 (L 1254, off 11) (L 3791, off 22) 
 "extent" 2 (L 746, off 59) (L 5185, off 59) 
 "extra" 2 (L 767, off 35) (L 4320, off 4) 
 "fagged" 2 (L 1281, off 0) (L 4122, off 37) 
 "fastest" 2 (L 317, off 58) (L 4106, off 33) 
 "fat-bellied" 2 (L 2050, off 4) (L 2098, off 43) 
 "fawn" 2 (L 1741, off 40) (L 1746, off 42) 
 "feared" 2 (L 1836, off 63) (L 4694, off 32) 
 "federal" 2 (L 5182, off 42) (L 5186, off 18) 
 "feebly" 2 (L 1040, off 61) (L 1725, off 28) 
 "feint" 2 (L 2389, off 0) (L 3108, off 4) 
 "female" 2 (L 2835, off 40) (L 2842, off 29) 
 "fence" 2 (L 356, off 21) (L 4655, off 25) 
 "field" 2 (L 1800, off 36) (L 2456, off 2) 
 "fiercely" 2 (L 224, off 48) (L 980, off 42) 
 "files" 2 (L 4902, off 24) (L 5027, off 37) 
 "fin" 2 (L 2543, off 16) (L 2543, off 66) 
 "finding" 2 (L 1956, off 39) (L 3355, off 37) 
 "fire-eater" 2 (L 4022, off 18) (L 4025, off 8) 
 "fired" 2 (L 464, off 27) (L 4178, off 40) 
 "fix" 2 (L 224, off 35) (L 5130, off 17) 
 "flaps" 2 (L 810, off 50) (L 3849, off 29) 
 "flashing" 2 (L 2260, off 48) (L 2506, off 45) 
 "flats" 2 (L 1127, off 13) (L 1130, off 57) 
 "flounder" 2 (L 2542, off 18) (L 2572, off 10) 
 "foaming" 2 (L 600, off 44) (L 2739, off 4) 
 "folk" 2 (L 3485, off 21) (L 4763, off 47) 
 "forelegs" 2 (L 261, off 4) (L 3396, off 34) 
 "forests" 2 (L 971, off 54) (L 2232, off 34) 
 "formats" 2 (L 4902, off 41) (L 5160, off 20) 
 "forming" 2 (L 1003, off 47) (L 4056, off 11) 
 "forms" 2 (L 661, off 0) (L 3681, off 65) 
 "friendship" 2 (L 1213, off 0) (L 4249, off 51) 
 "fumbling" 2 (L 223, off 32) (L 4831, off 4) 
 "gamma" 2 (L 712, off 54) (L 1512, off 64) 
 "gashed" 2 (L 2823, off 3) (L 2825, off 0) 
 "gathering" 2 (L 199, off 8) (L 2864, off 14) 
 "gazing" 2 (L 430, off 16) (L 4682, off 15) 
 "generations" 2 (L 5168, off 28) (L 5170, off 57) 
 "gently" 2 (L 322, off 15) (L 2731, off 0) 
 "getting" 2 (L 4631, off 19) (L 4665, off 6) 
 "glassy" 2 (L 1589, off 7) (L 2234, off 31) 
 "glory" 2 (L 766, off 49) (L 848, off 55) 
 "glowing" 2 (L 1155, off 59) (L 2321, off 11) 
 "gnawing" 2 (L 2440, off 16) (L 3434, off 21) 
 "goats" 2 (L 731, off 57) (L 921, off 59) 
 "gopher" 2 (L 647, off 46) (L 4644, off 45) 
 "grain" 2 (L 249, off 23) (L 4810, off 41) 
 "granite" 2 (L 2182, off 40) (L 3863, off 48) 
 "grassy" 2 (L 3938, off 62) (L 4684, off 32) 
 "gravel" 2 (L 745, off 49) (L 4379, off 12) 
 "grazed" 2 (L 4389, off 61) (L 4681, off 6) 
 "grazing" 2 (L 909, off 41) (L 1940, off 43) 
 "grim" 2 (L 803, off 45) (L 1433, off 55) 
 "grinding" 2 (L 2204, off 17) (L 3284, off 29) 
 "grinning" 2 (L 687, off 8) (L 4833, off 24) 
 "group" 2 (L 2790, off 17) (L 5086, off 19) 
 "groves" 2 (L 2023, off 21) (L 2160, off 10) 
 "grunt" 2 (L 2585, off 66) (L 4356, off 0) 
 "guarded" 2 (L 1103, off 10) (L 1631, off 0) 
 "habits" 2 (L 3240, off 63) (L 3855, off 48) 
 "hadn" 2 (L 361, off 3) (L 374, off 41) 
 "hail" 2 (L 3623, off 51) (L 3983, off 42) 
 "hairs" 2 (L 176, off 63) (L 2879, off 22) 
 "hammered" 2 (L 1548, off 40) (L 3583, off 37) 
 "hammering" 2 (L 3574, off 27) (L 4320, off 38) 
 "handled" 2 (L 843, off 0) (L 4089, off 57) 
 "handy" 2 (L 346, off 42) (L 4074, off 44) 
 "hanging" 2 (L 852, off 57) (L 1344, off 44) 
 "happened" 2 (L 3757, off 0) (L 4522, off 4) 
 "harden" 2 (L 1973, off 35) (L 3519, off 3) 
 "hardy" 2 (L 2236, off 39) (L 2650, off 42) 
 "hated" 2 (L 1194, off 31) (L 2007, off 64) 
 "haven" 2 (L 3162, off 62) (L 3345, off 47) 
 "having" 2 (L 493, off 56) (L 1843, off 0) 
 "hazy" 2 (L 2077, off 49) (L 4702, off 4) 
 "he-bear" 2 (L 2822, off 4) (L 2845, off 59) 
 "heap" 2 (L 3630, off 8) (L 3632, off 46) 
 "hearts" 2 (L 2161, off 0) (L 2918, off 22) 
 "heavy-boned" 2 (L 1529, off 0) (L 1532, off 13) 
 "helped" 2 (L 2122, off 38) (L 4183, off 33) 
 "hesitated" 2 (L 1392, off 45) (L 3971, off 15) 
 "hide" 2 (L 1821, off 66) (L 2935, off 18) 
 "high-country" 2 (L 2915, off 48) (L 4404, off 51) 
 "highest" 2 (L 2090, off 30) (L 2828, off 10) 
 "highly" 2 (L 1682, off 33) (L 1823, off 65) 
 "hillsides" 2 (L 1124, off 25) (L 2024, off 0) 
 "hip" 2 (L 854, off 64) (L 861, off 44) 
 "hips" 2 (L 1626, off 11) (L 2308, off 11) 
 "hissing" 2 (L 1710, off 45) (L 1721, off 23) 
 "hoarsely" 2 (L 857, off 44) (L 4718, off 19) 
 "homes" 2 (L 1017, off 23) (L 1734, off 29) 
 "hoped" 2 (L 2508, off 27) (L 3867, off 11) 
 "horseman" 2 (L 298, off 0) (L 1146, off 10) 
 "howled" 2 (L 1468, off 5) (L 3480, off 61) 
 "humping" 2 (L 1638, off 38) (L 1878, off 44) 
 "hurrying" 2 (L 726, off 12) (L 4212, off 30) 
 "immediate" 2 (L 4996, off 63) (L 5033, off 16) 
 "imposed" 2 (L 88, off 22) (L 5022, off 6) 
 "intellectual" 2 (L 4949, off 45) (L 5100, off 57) 
 "intend" 2 (L 2611, off 44) (L 3667, off 4) 
 "interesting" 2 (L 2926, off 11) (L 4448, off 30) 
 "inviting" 2 (L 2022, off 16) (L 2023, off 33) 
 "itself" 2 (L 1000, off 50) (L 2708, off 55) 
 "jay" 2 (L 761, off 52) (L 3445, off 54) 
 "jewelry" 2 (L 923, off 34) (L 2247, off 64) 
 "jewels" 2 (L 2080, off 6) (L 2599, off 0) 
 "joints" 2 (L 4787, off 0) (L 4812, off 37) 
 "jumps" 2 (L 692, off 0) (L 3008, off 65) 
 "jutting" 2 (L 654, off 0) (L 1370, off 2) 
 "kills" 2 (L 2254, off 31) (L 3843, off 62) 
 "knocked" 2 (L 1907, off 42) (L 2680, off 37) 
 "laced" 2 (L 1013, off 66) (L 3244, off 45) 
 "laughter" 2 (L 1469, off 18) (L 1583, off 62) 
 "layer" 2 (L 1004, off 22) (L 2164, off 0) 
 "layers" 2 (L 1003, off 32) (L 1005, off 13) 
 "lazily" 2 (L 2795, off 33) (L 3246, off 33) 
 "learn" 2 (L 3759, off 46) (L 5171, off 3) 
 "legal" 2 (L 5110, off 60) (L 5150, off 59) 
 "legally" 2 (L 748, off 4) (L 5063, off 21) 
 "length" 2 (L 1929, off 35) (L 3545, off 39) 
 "lesser" 2 (L 204, off 26) (L 2241, off 49) 
 "level" 2 (L 2131, off 54) (L 4444, off 7) 
 "liability" 2 (L 5110, off 0) (L 5150, off 18) 
 "licking" 2 (L 1910, off 47) (L 1930, off 0) 
 "lieu" 2 (L 5125, off 62) (L 5128, off 35) 
 "lifeless" 2 (L 2663, off 32) (L 3496, off 47) 
 "lift" 2 (L 3373, off 66) (L 4647, off 35) 
 "lighter" 2 (L 622, off 25) (L 4304, off 49) 
 "lightning" 2 (L 1616, off 54) (L 2476, off 31) 
 "liking" 2 (L 594, off 58) (L 2458, off 58) 
 "limits" 2 (L 3002, off 29) (L 4555, off 39) 
 "lithe" 2 (L 1681, off 0) (L 3034, off 0) 
 "live" 2 (L 1641, off 7) (L 2501, off 0) 
 "locations" 2 (L 5190, off 20) (L 5217, off 57) 
 "lofty" 2 (L 1034, off 11) (L 1823, off 18) 
 "lolled" 2 (L 662, off 59) (L 2483, off 50) 
 "lone" 2 (L 4271, off 5) (L 4306, off 27) 
 "lordly" 2 (L 3764, off 53) (L 4266, off 32) 
 "lose" 2 (L 3235, off 28) (L 4596, off 8) 
 "lot" 2 (L 2944, off 53) (L 4963, off 34) 
 "louder" 2 (L 2041, off 20) (L 2211, off 16) 
 "luck" 2 (L 1443, off 41) (L 2534, off 0) 
 "lucky" 2 (L 1193, off 43) (L 4064, off 37) 
 "lunging" 2 (L 3101, off 56) (L 3330, off 27) 
 "lustily" 2 (L 1652, off 9) (L 3527, off 0) 
 "machine" 2 (L 3305, off 27) (L 5208, off 22) 
 "makes" 2 (L 352, off 48) (L 4990, off 35) 
 "manes" 2 (L 648, off 49) (L 4715, off 30) 
 "marched" 2 (L 1761, off 53) (L 1779, off 28) 
 "marching" 2 (L 1429, off 10) (L 1794, off 55) 
 "masonry" 2 (L 1012, off 29) (L 3245, off 24) 
 "mastered" 2 (L 1328, off 41) (L 4257, off 20) 
 "mat" 2 (L 2123, off 2) (L 2298, off 17) 
 "match" 2 (L 1519, off 3) (L 3615, off 57) 
 "mating" 2 (L 464, off 46) (L 1470, off 41) 
 "mats" 2 (L 496, off 48) (L 3508, off 47) 
 "measure" 2 (L 924, off 52) (L 4803, off 21) 
 "mebby" 2 (L 243, off 55) (L 321, off 55) 
 "message" 2 (L 4635, off 59) (L 4639, off 16) 
 "methods" 2 (L 1825, off 62) (L 5232, off 0) 
 "midafternoon" 2 (L 529, off 53) (L 4679, off 3) 
 "midnight" 2 (L 4094, off 33) (L 4739, off 4) 
 "mingled" 2 (L 3455, off 51) (L 3710, off 5) 
 "miracle" 2 (L 1130, off 20) (L 3429, off 58) 
 "miss" 2 (L 1485, off 63) (L 4551, off 47) 
 "moaned" 2 (L 2103, off 0) (L 3257, off 58) 
 "monster" 2 (L 1672, off 19) (L 2210, off 60) 
 "month" 2 (L 1142, off 42) (L 4037, off 12) 
 "moonlit" 2 (L 3277, off 4) (L 4890, off 10) 
 "mornings" 2 (L 984, off 4) (L 3779, off 46) 
 "mount" 2 (L 1151, off 20) (L 4175, off 12) 
 "mountainman" 2 (L 830, off 8) (L 883, off 0) 
 "mountainside" 2 (L 4208, off 51) (L 4290, off 29) 
 "munched" 2 (L 1558, off 35) (L 2305, off 10) 
 "muscle" 2 (L 1846, off 16) (L 3127, off 35) 
 "nailed" 2 (L 375, off 36) (L 4415, off 19) 
 "name" 2 (L 333, off 15) (L 4979, off 52) 
 "neighbors" 2 (L 1693, off 27) (L 2014, off 0) 
 "nestled" 2 (L 448, off 9) (L 2744, off 43) 
 "net" 2 (L 25, off 49) (L 4906, off 49) 
 "noise" 2 (L 585, off 3) (L 585, off 14) 
 "noiselessly" 2 (L 1864, off 0) (L 1890, off 22) 
 "nor" 2 (L 1349, off 8) (L 4297, off 50) 
 "note" 2 (L 2965, off 36) (L 4622, off 25) 
 "noted" 2 (L 204, off 65) (L 3897, off 42) 
 "obtaining" 2 (L 4953, off 22) (L 5043, off 49) 
 "original" 2 (L 4878, off 0) (L 5044, off 28) 
 "otherwise" 2 (L 85, off 9) (L 2875, off 48) 
 "outran" 2 (L 570, off 21) (L 4443, off 62) 
 "owns" 2 (L 4913, off 4) (L 4969, off 11) 
 "page" 2 (L 5173, off 23) (L 5194, off 0) 
 "pal" 2 (L 279, off 52) (L 313, off 2) 
 "pale" 2 (L 1224, off 45) (L 2646, off 16) 
 "palm" 2 (L 4792, off 19) (L 4793, off 7) 
 "pan" 2 (L 389, off 29) (L 756, off 0) 
 "panic" 2 (L 1260, off 50) (L 2699, off 65) 
 "panic-stricken" 2 (L 2563, off 0) (L 3986, off 45) 
