 "'AS-IS'" 1 
 "'Deev'" 1 
 "'Power" 1 
 "'deevs" 1 
 "'sarge'" 1 
 "'topkick" 1 
 "--Remember" 1 
 "ACTUAL" 1 (L 1072, off 18) 
 "governments" 1 (L 636, off 5) 
 "grades" 1 (L 307, off 36) 
 "granted" 1 (L 1140, off 25) 
 "grasslands" 1 (L 120, off 38) 
 "gratefully" 1 (L 1185, off 28) 
 "gravely" 1 (L 373, off 49) 
 "great" 1 (L 739, off 10) 
 "grimly" 1 (L 620, off 62) 
 "grip" 1 (L 718, off 18) 
 "gritted" 1 (L 723, off 3) 
 "groping" 1 (L 823, off 26) 
 "gross" 1 (L 1013, off 38) 
 "guarded" 1 (L 787, off 27) 
 "guess" 1 (L 444, off 3) 
 "guests" 1 (L 226, off 51) 
 "guilty" 1 (L 694, off 51) 
 "guise" 1 (L 640, off 38) 
 "gulped" 1 (L 344, off 40) 
 "gunner" 1 (L 106, off 60) 
 "gunports" 1 (L 109, off 17) 
 "gurgled" 1 (L 534, off 62) 
 "habits" 1 (L 383, off 57) 
 "hadn't" 1 (L 825, off 0) 
 "halt" 1 (L 125, off 55) 
 "hampered" 1 (L 407, off 44) 
 "hand-press" 1 (L 294, off 39) 
 "handle" 1 (L 440, off 7) 
 "handle-bar" 1 (L 199, off 6) 
 "handled" 1 (L 753, off 14) 
 "hangared" 1 (L 336, off 39) 
 "happen" 1 (L 729, off 5) 
 "happily" 1 (L 529, off 46) 
 "happy" 1 (L 259, off 16) 
 "harmed" 1 (L 142, off 37) 
 "harmless" 1 (L 1108, off 18) 
 "hauled" 1 (L 410, off 45) 
 "hauling" 1 (L 192, off 50) 
 "haven't" 1 (L 65, off 25) 
 "headed" 1 (L 469, off 4) 
 "hear" 1 (L 1214, off 37) 
 "hearing" 1 (L 557, off 56) 
 "heat" 1 (L 723, off 48) 
 "heated" 1 (L 467, off 61) 
 "heavily" 1 (L 170, off 46) 
 "heel" 1 (L 360, off 4) 
 "heirlooms" 1 (L 364, off 0) 
 "hierarchy" 1 (L 306, off 13) 
 "higher" 1 (L 307, off 56) 
 "hint" 1 (L 508, off 10) 
 "hints" 1 (L 287, off 33) 
 "hold" 1 (L 1103, off 46) 
 "holding" 1 (L 149, off 47) 
 "holstered" 1 (L 741, off 16) 
 "honored" 1 (L 559, off 19) 
 "hopes" 1 (L 623, off 59) 
 "horizon--and" 1 (L 121, off 13) 
 "horror" 1 (L 356, off 40) 
 "horse-drawn" 1 (L 192, off 24) 
 "hostility" 1 (L 179, off 15) 
 "hot" 1 (L 241, off 24) 
 "however" 1 (L 404, off 63) 
 "huge" 1 (L 199, off 43) 
 "hundred" 1 (L 74, off 5) 
 "hung" 1 (L 357, off 29) 
 "hurled" 1 (L 349, off 34) 
 "hurried" 1 (L 466, off 58) 
 "husbands" 1 (L 227, off 40) 
 "hypertext" 1 (L 995, off 23) 
 "identification" 1 (L 1141, off 53) 
 "ignorance" 1 (L 557, off 15) 
 "ignored" 1 (L 151, off 12) 
 "illegal" 1 (L 639, off 12) 
 "illustrations" 1 (L 287, off 3) 
 "implied" 1 (L 1094, off 55) 
 "important" 1 (L 1168, off 32) 
 "imposed" 1 (L 978, off 17) 
 "impressed" 1 (L 235, off 40) 
 "impression" 1 (L 399, off 57) 
 "imprisoned" 1 (L 615, off 0) 
 "improvements" 1 (L 677, off 55) 
 "inaccurate" 1 (L 1056, off 60) 
 "incinerated" 1 (L 726, off 0) 
 "inclined" 1 (L 668, off 6) 
 "include" 1 (L 1002, off 56) 
 "includes" 1 (L 1211, off 14) 
 "incomplete" 1 (L 1056, off 48) 
 "inconsequential" 1 (L 838, off 14) 
 "increasing" 1 (L 1165, off 0) 
 "indemnify" 1 (L 1103, off 32) 
 "indicate" 1 (L 899, off 21) 
 "indicating" 1 (L 966, off 17) 
 "indication" 1 (L 404, off 13) 
 "indirectly" 1 (L 1109, off 45) 
 "informality" 1 (L 456, off 45) 
 "informed" 1 (L 334, off 60) 
 "infringement" 1 (L 1058, off 22) 
 "innocent" 1 (L 676, off 31) 
 "inspection" 1 (L 423, off 59) 
 "installations" 1 (L 807, off 20) 
 "instantaneous" 1 (L 605, off 45) 
 "intentions" 1 (L 336, off 16) 
 "interest" 1 (L 393, off 10) 
 "interplanetary" 1 (L 275, off 13) 
 "interpreted" 1 (L 1098, off 19) 
 "interrupted" 1 (L 419, off 0) 
 "invaders" 1 (L 590, off 35) 
 "invalidity" 1 (L 1099, off 54) 
 "invasion" 1 (L 821, off 0) 
 "irregular" 1 (L 505, off 10) 
 "isn't" 1 (L 293, off 0) 
 "item" 1 (L 677, off 22) 
 "items" 1 (L 673, off 32) 
 "jeeps" 1 (L 481, off 38) 
 "jibe" 1 (L 68, off 27) 
 "job" 1 (L 382, off 6) 
 "jocularly" 1 (L 715, off 22) 
 "joint" 1 (L 636, off 57) 
 "jointly" 1 (L 272, off 16) 
 "judgment" 1 (L 161, off 10) 
 "justice" 1 (L 625, off 51) 
 "keyed" 1 (L 607, off 54) 
 "knowledge" 1 (L 41, off 31) 
 "labored" 1 (L 55, off 0) 
 "last-ditch" 1 (L 820, off 28) 
 "latent" 1 (L 263, off 31) 
 "lead" 1 (L 429, off 30) 
 "lead-shielded" 1 (L 763, off 12) 
 "learned" 1 (L 496, off 55) 
 "learning" 1 (L 256, off 27) 
 "leather-covered" 1 (L 326, off 0) 
 "led" 1 (L 701, off 34) 
 "legally" 1 (L 1020, off 2) 
 "less" 1 (L 547, off 3) 
 "let" 1 (L 164, off 17) 
 "letting" 1 (L 415, off 11) 
 "level" 1 (L 443, off 26) 
 "library" 1 (L 1197, off 26) 
 "licensed" 1 (L 1165, off 43) 
 "lifeless" 1 (L 88, off 27) 
 "lifted" 1 (L 718, off 51) 
 "lightly" 1 (L 480, off 62) 
 "lined" 1 (L 709, off 57) 
 "linked" 1 (L 979, off 8) 
 "listed" 1 (L 662, off 43) 
 "lit" 1 (L 325, off 17) 
 "live" 1 (L 376, off 9) 
 "lives" 1 (L 824, off 0) 
 "load" 1 (L 192, off 60) 
 "lobby" 1 (L 201, off 4) 
 "logical" 1 (L 172, off 16) 
 "lolled" 1 (L 246, off 30) 
 "lone" 1 (L 137, off 18) 
 "long-bows" 1 (L 176, off 0) 
 "long-forgotten" 1 (L 326, off 47) 
 "long-stemmed" 1 (L 328, off 0) 
 "loops" 1 (L 186, off 0) 
 "loose" 1 (L 1199, off 52) 
 "lost" 1 (L 384, off 26) 
 "luck" 1 (L 573, off 17) 
 "lunch" 1 (L 406, off 0) 
 "luxuriating" 1 (L 513, off 5) 
 "luxurious" 1 (L 246, off 40) 
 "luxury" 1 (L 326, off 62) 
 "machine" 1 (L 1166, off 22) 
 "machinery's" 1 (L 538, off 21) 
 "machines" 1 (L 544, off 21) 
 "mailing" 1 (L 1147, off 0) 
 "maintain" 1 (L 639, off 0) 
 "maintained" 1 (L 258, off 30) 
 "maintaining" 1 (L 1168, off 45) 
 "maintenance" 1 (L 823, off 42) 
 "major" 1 (L 644, off 32) 
 "making" 1 (L 679, off 30) 
 "manned" 1 (L 606, off 57) 
 "manure" 1 (L 193, off 14) 
 "marksman" 1 (L 740, off 33) 
 "matter-of-factly" 1 (L 637, off 22) 
 "maximum" 1 (L 1098, off 43) 
 "maybe" 1 (L 831, off 54) 
 "meaningless" 1 (L 790, off 0) 
 "meditation" 1 (L 224, off 9) 
 "meet" 1 (L 1174, off 53) 
 "men's" 1 (L 307, off 30) 
 "mention" 1 (L 839, off 56) 
 "mere" 1 (L 487, off 5) 
 "mete" 1 (L 625, off 39) 
 "meteor" 1 (L 385, off 12) 
 "methane-breathing" 1 (L 287, off 48) 
 "methods" 1 (L 1190, off 0) 
 "mildly" 1 (L 275, off 48) 
 "miles" 1 (L 304, off 16) 
 "mind" 1 (L 484, off 9) 
 "minimum" 1 (L 264, off 16) 
 "mirror" 1 (L 249, off 0) 
 "miss" 1 (L 443, off 65) 
 "mistaken" 1 (L 315, off 9) 
 "modern" 1 (L 185, off 0) 
 "modification" 1 (L 1111, off 50) 
 "modified" 1 (L 878, off 39) 
 "moment's" 1 (L 224, off 0) 
 "monitored" 1 (L 582, off 4) 
 "monotonous" 1 (L 683, off 9) 
 "moon" 1 (L 639, off 51) 
 "motion" 1 (L 349, off 21) 
 "motioned" 1 (L 429, off 3) 
 "motivation" 1 (L 382, off 25) 
 "motive" 1 (L 648, off 42) 
 "mound" 1 (L 137, off 61) 
 "mounts" 1 (L 178, off 38) 
 "mouth" 1 (L 355, off 61) 
 "moved" 1 (L 279, off 45) 
 "movements" 1 (L 407, off 25) 
 "murmured" 1 (L 703, off 26) 
 "mustache" 1 (L 199, off 17) 
 "muzzles" 1 (L 124, off 55) 
 "name" 1 (L 932, off 21) 
 "nations" 1 (L 630, off 4) 
 "natives" 1 (L 384, off 9) 
 "natural" 1 (L 806, off 8) 
 "near-light" 1 (L 220, off 19) 
 "nearby" 1 (L 711, off 14) 
 "nearing" 1 (L 835, off 10) 
 "nearly" 1 (L 877, off 4) 
 "necessarily" 1 (L 1205, off 0) 
 "necessary" 1 (L 559, off 62) 
 "need" 1 (L 1124, off 16) 
 "needles" 1 (L 55, off 45) 
 "neither" 1 (L 183, off 46) 
 "nervously" 1 (L 740, off 55) 
 "network" 1 (L 1199, off 58) 
 "neutral" 1 (L 282, off 32) 
 "newest" 1 (L 292, off 15) 
 "news" 1 (L 598, off 15) 
 "newsletter" 1 (L 1214, off 23) 
 "non" 1 (L 1138, off 55) 
 "nonproprietary" 1 (L 994, off 23) 
 "noon" 1 (L 410, off 6) 
 "nose" 1 (L 603, off 23) 
 "noses" 1 (L 90, off 50) 
 "nothing" 1 (L 587, off 19) 
 "notifies" 1 (L 1026, off 60) 
 "numerous" 1 (L 1148, off 50) 
 "objections" 1 (L 486, off 35) 
 "observation" 1 (L 85, off 0) 
 "observed" 1 (L 550, off 17) 
 "obsolete" 1 (L 1119, off 20) 
 "occasional" 1 (L 369, off 52) 
 "occasionally" 1 (L 400, off 29) 
 "occupation" 1 (L 276, off 16) 
 "occurrence" 1 (L 334, off 23) 
 "off-duty" 1 (L 458, off 58) 
 "offered" 1 (L 688, off 49) 
 "offers" 1 (L 1183, off 17) 
 "often" 1 (L 1202, off 32) 
 "ominous" 1 (L 89, off 7) 
 "one--the" 1 (L 863, off 43) 
 "ones" 1 (L 104, off 7) 
 "opening" 1 (L 763, off 0) 
 "operation" 1 (L 577, off 9) 
 "opportunities" 1 (L 1087, off 16) 
 "opportunity" 1 (L 1085, off 0) 
 "or--" 1 
 "orbit" 1 (L 388, off 43) 
 "ordering" 1 (L 757, off 63) 
 "ordinary" 1 (L 366, off 18) 
 "organized" 1 (L 1139, off 34) 
 "originator" 1 (L 1196, off 34) 
 "out-stretched" 1 (L 151, off 24) 
 "outdated" 1 (L 1167, off 29) 
 "outer" 1 (L 205, off 60) 
 "outpost" 1 (L 183, off 3) 
 "outrun" 1 (L 129, off 20) 
 "outspread" 1 (L 363, off 5) 
 "outward" 1 (L 178, off 58) 
 "overpowering" 1 (L 523, off 32) 
 "overtures" 1 (L 136, off 42) 
 "owed" 1 (L 1015, off 65) 
 "own--and" 1 (L 133, off 39) 
 "packet" 1 (L 762, off 15) 
 "packets" 1 (L 747, off 7) 
 "packs" 1 (L 166, off 47) 
 "pages" 1 (L 1189, off 39) 
 "paper" 1 (L 1205, off 58) 
 "paperwork" 1 (L 1174, off 26) 
 "parade" 1 (L 683, off 34) 
 "partial" 1 (L 266, off 12) 
 "participated" 1 (L 591, off 24) 
 "particularly" 1 (L 1168, off 19) 
 "passed" 1 (L 192, off 42) 
 "pattern" 1 (L 735, off 54) 
 "paused" 1 (L 442, off 41) 
 "paved" 1 (L 191, off 58) 
 "pay" 1 (L 1013, off 6) 
 "peaceful" 1 (L 336, off 7) 
 "peered" 1 (L 59, off 63) 
 "peering" 1 (L 442, off 56) 
 "peoples" 1 (L 652, off 62) 
 "per" 1 (L 788, off 52) 
 "performances" 1 (L 878, off 0) 
 "periodic" 1 (L 1020, off 36) 
 "permanent" 1 (L 1128, off 4) 
 "perplexing" 1 (L 379, off 5) 
 "personal" 1 (L 164, off 41) 
 "personally" 1 (L 712, off 0) 
 "pglaf" 1 (L 1158, off 12) 
 "picture" 1 (L 594, off 39) 
 "pioneers" 1 (L 296, off 14) 
 "pistol" 1 (L 717, off 64) 
 "placed" 1 (L 560, off 19) 
 "plain" 1 (L 845, off 28) 
 "planes" 1 (L 613, off 59) 
 "planetary" 1 (L 159, off 0) 
 "please" 1 (L 1192, off 8) 
 "pleasure" 1 (L 658, off 37) 
 "plumbing" 1 (L 239, off 39) 
 "poked" 1 (L 171, off 35) 
 "poking" 1 (L 95, off 5) 
 "poring" 1 (L 586, off 39) 
 "position" 1 (L 752, off 39) 
 "possessed" 1 (L 1030, off 22) 
 "possession" 1 (L 904, off 0) 
 "possibility" 1 (L 706, off 12) 
 "possible" 1 (L 679, off 40) 
 "post" 1 (L 193, off 49) 
 "powered" 1 (L 656, off 46) 
 "powerfully" 1 (L 172, off 40) 
 "practically" 1 (L 879, off 17) 
 "precaution" 1 (L 763, off 44) 
 "predicament" 1 (L 477, off 36) 
 "prefer" 1 (L 231, off 20) 
 "prepared" 1 (L 754, off 14) 
 "present" 1 (L 644, off 10) 
 "presenting" 1 (L 472, off 42) 
 "preserve" 1 (L 917, off 19) 
 "presided" 1 (L 618, off 11) 
 "pretty" 1 (L 499, off 36) 
 "prevent" 1 (L 926, off 17) 
 "pride" 1 (L 600, off 52) 
 "principal" 1 (L 1146, off 17) 
 "print" 1 (L 866, off 24) 
 "problem" 1 (L 1087, off 41) 
 "processing" 1 (L 995, off 9) 
 "produce" 1 (L 1213, off 32) 
 "production" 1 (L 1107, off 0) 
 "professional" 1 (L 139, off 32) 
 "profit" 1 (L 1138, off 59) 
 "profits" 1 (L 1013, off 44) 
 "prohibition" 1 (L 1181, off 58) 
 "promised" 1 (L 602, off 58) 
 "promotion" 1 (L 1107, off 12) 
 "proofread" 1 (L 1052, off 61) 
 "proper" 1 (L 782, off 60) 
 "proprietary" 1 (L 994, off 41) 
 "prosecutor" 1 (L 629, off 20) 
 "proving" 1 (L 508, off 52) 
 "provision" 1 (L 1100, off 24) 
 "provisions" 1 (L 1101, off 10) 
 "psychology" 1 (L 542, off 54) 
 "publication" 1 (L 47, off 36) 
 "pumping" 1 (L 530, off 5) 
 "pumps" 1 (L 516, off 18) 
 "purpose" 1 (L 877, off 15) 
 "purposes" 1 (L 658, off 46) 
 "qualified" 1 (L 542, off 34) 
 "quartered" 1 (L 337, off 10) 
 "quietly" 1 (L 509, off 12) 
 "quivers" 1 (L 176, off 15) 
 "quizzical" 1 (L 406, off 33) 
 "quizzing" 1 (L 414, off 58) 
 "racing" 1 (L 734, off 58) 
 "radios" 1 (L 164, off 50) 
 "ramp" 1 (L 81, off 12) 
 "range" 1 (L 113, off 56) 
 "rankest" 1 (L 819, off 7) 
 "ranks" 1 (L 307, off 63) 
 "rather" 1 (L 275, off 60) 
 "rations" 1 (L 167, off 0) 
 "reach" 1 (L 201, off 58) 
 "reaching" 1 (L 1124, off 37) 
 "reactions" 1 (L 571, off 22) 
 "reading--a" 1 (L 290, off 14) 
 "realized" 1 (L 355, off 0) 
 "reasonable" 1 (L 1009, off 24) 
 "rebellious" 1 (L 638, off 0) 
 "rebuild" 1 (L 829, off 52) 
 "receiving" 1 (L 1077, off 49) 
 "recommendations" 1 (L 385, off 44) 
 "record" 1 (L 210, off 0) 
 "redistribute" 1 (L 987, off 52) 
 "redistributing" 1 (L 969, off 0) 
 "redistribution" 1 (L 881, off 41) 
 "reduce" 1 (L 805, off 23) 
 "reeks" 1 (L 263, off 22) 
 "referred" 1 (L 839, off 22) 
 "refrigerated" 1 (L 288, off 29) 
 "refueling" 1 (L 209, off 39) 
 "regret" 1 (L 559, off 36) 
 "regulating" 1 (L 1171, off 55) 
 "regulations" 1 (L 487, off 19) 
 "relaxed" 1 (L 325, off 43) 
 "released" 1 (L 468, off 61) 
 "remain" 1 (L 1126, off 0) 
 "remained" 1 (L 653, off 23) 
 "remaining" 1 (L 1101, off 0) 
 "remanded" 1 (L 694, off 62) 
 "remarked" 1 (L 715, off 0) 
 "remember" 1 (L 734, off 3) 
 "reminded" 1 (L 252, off 0) 
 "remove" 1 (L 983, off 34) 
 "renamed" 1 (L 864, off 3) 
 "renewed" 1 (L 47, off 52) 
 "replaced" 1 (L 307, off 47) 
 "reply" 1 (L 103, off 13) 
 "report" 1 (L 703, off 37) 
 "reports" 1 (L 877, off 61) 
 "representations" 1 (L 944, off 0) 
 "representing" 1 (L 629, off 57) 
 "request" 1 (L 1001, off 25) 
 "require" 1 (L 1029, off 20) 
 "required" 1 (L 1020, off 10) 
 "resources" 1 (L 806, off 16) 
 "result" 1 (L 568, off 47) 
 "retinue" 1 (L 710, off 58) 
 "retired" 1 (L 323, off 21) 
 "returning" 1 (L 215, off 0) 
 "returns" 1 (L 1020, off 49) 
 "revelations" 1 (L 302, off 49) 
 "reverberated" 1 (L 100, off 4) 
 "revolt" 1 (L 811, off 16) 
 "rigid" 1 (L 472, off 35) 
 "rise" 1 (L 594, off 54) 
 "risky" 1 (L 612, off 55) 
 "rite" 1 (L 348, off 22) 
 "road" 1 (L 246, off 19) 
 "roaring" 1 (L 512, off 22) 
 "role" 1 (L 282, off 13) 
 "rolling" 1 (L 120, off 20) 
 "roofs" 1 (L 90, off 39) 
 "round-nosed" 1 (L 54, off 33) 
 "routine" 1 (L 455, off 39) 
 "royalty" 1 (L 1013, off 12) 
 "ruins" 1 (L 376, off 57) 
 "ruler" 1 (L 305, off 4) 
 "rulers" 1 (L 596, off 47) 
 "runs" 1 (L 414, off 36) 
 "safety" 1 (L 694, off 9) 
 "saluting" 1 (L 151, off 44) 
 "salvation" 1 (L 827, off 22) 
 "sands" 1 (L 50, off 11) 
 "sandy" 1 (L 199, off 0) 
 "sank" 1 (L 56, off 18) 
 "sarge" 1 (L 308, off 42) 
 "satisfaction" 1 (L 706, off 57) 
 "saved" 1 (L 823, off 59) 
 "saving" 1 (L 819, off 45) 
 "say" 1 (L 832, off 44) 
 "scattered" 1 (L 1148, off 29) 
 "scene" 1 (L 467, off 4) 
 "schedule" 1 (L 680, off 15) 
 "scheduled" 1 (L 664, off 15) 
 "school" 1 (L 256, off 62) 
 "schools" 1 (L 831, off 6) 
 "science" 1 (L 263, off 53) 
 "scientific" 1 (L 808, off 47) 
 "scrape" 1 (L 576, off 10) 
 "scratch" 1 (L 610, off 0) 
 "screen" 1 (L 606, off 0) 
 "searchlights" 1 (L 440, off 31) 
 "seat" 1 (L 144, off 62) 
 "seated" 1 (L 461, off 15) 
 "secret" 1 (L 639, off 21) 
 "sector" 1 (L 332, off 45) 
 "secure" 1 (L 1127, off 63) 
 "seem" 1 (L 439, off 55) 
 "seems" 1 (L 504, off 56) 
 "segment" 1 (L 123, off 2) 
 "semi-annual" 1 (L 385, off 0) 
 "send" 1 (L 78, off 43) 
 "sending" 1 (L 1078, off 58) 
 "sensibly" 1 (L 736, off 46) 
 "sent" 1 (L 1021, off 48) 
 "separately" 1 (L 228, off 21) 
 "serious" 1 (L 480, off 29) 
 "served" 1 (L 560, off 58) 
 "servitors" 1 (L 327, off 30) 
 "sets" 1 (L 348, off 51) 
 "setting" 1 (L 194, off 52) 
 "seven-year-old" 1 (L 256, off 0) 
 "seventy-five" 1 (L 664, off 56) 
 "shadow" 1 (L 430, off 46) 
 "shake" 1 (L 489, off 63) 
 "shape" 1 (L 530, off 37) 
 "share" 1 (L 935, off 4) 
 "shared" 1 (L 1198, off 7) 
 "sharing" 1 (L 930, off 42) 
 "shifted" 1 (L 471, off 34) 
 "ships" 1 (L 332, off 24) 
 "shouted" 1 (L 344, off 12) 
 "show" 1 (L 478, off 0) 
 "showers" 1 (L 385, off 19) 
 "side-long" 1 (L 370, off 0) 
 "sides" 1 (L 146, off 41) 
 "sight-seeing" 1 (L 415, off 30) 
 "signal" 1 (L 718, off 29) 
 "signs" 1 (L 543, off 46) 
 "silence" 1 (L 357, off 21) 
 "silenced" 1 (L 489, off 43) 
 "simple" 1 (L 319, off 53) 
 "simplified" 1 (L 307, off 0) 
 "single" 1 (L 234, off 0) 
 "situation" 1 (L 567, off 21) 
 "six-months" 1 (L 255, off 24) 
 "slang" 1 (L 844, off 26) 
 "sleek" 1 (L 184, off 55) 
 "sleep" 1 (L 399, off 12) 
 "slender" 1 (L 633, off 12) 
 "slid" 1 (L 81, off 17) 
 "slits" 1 (L 90, off 18) 
 "slow-moving" 1 (L 194, off 15) 
 "smaller" 1 (L 94, off 61) 
 "smart" 1 (L 277, off 0) 
 "smartly" 1 (L 420, off 16) 
 "smash" 1 (L 350, off 14) 
 "smile" 1 (L 252, off 20) 
 "smoking" 1 (L 711, off 22) 
 "snapped" 1 (L 540, off 50) 
 "snapping" 1 (L 747, off 16) 
 "soberly" 1 (L 777, off 22) 
 "society" 1 (L 376, off 35) 
 "soldiery" 1 (L 739, off 37) 
 "solicitation" 1 (L 1181, off 17) 
 "solution" 1 (L 266, off 20) 
 "someone" 1 (L 93, off 15) 
 "son" 1 (L 256, off 15) 
 "sooner" 1 (L 427, off 59) 
 "sorry" 1 (L 705, off 5) 
 "spacemen" 1 (L 348, off 34) 
 "spaceship" 1 (L 782, off 40) 
 "speak" 1 (L 630, off 47) 
 "spears" 1 (L 391, off 0) 
 "speeds" 1 (L 220, off 30) 
 "spotlights" 1 (L 394, off 18) 
 "spread" 1 (L 1164, off 0) 
 "square" 1 (L 717, off 23) 
 "stairs" 1 (L 201, off 48) 
 "stamped" 1 (L 762, off 0) 
 "start" 1 (L 1208, off 12) 
 "state's" 1 (L 1144, off 27) 
 "statement" 1 (L 319, off 60) 
 "statements" 1 (L 1186, off 4) 
 "stay" 1 (L 132, off 33) 
 "steaming" 1 (L 513, off 25) 
 "steered" 1 (L 82, off 43) 
 "stepped" 1 (L 137, off 30) 
 "sternly" 1 (L 558, off 15) 
 "stock-pile" 1 (L 811, off 57) 
 "stocky" 1 (L 271, off 0) 
 "stooped" 1 (L 446, off 5) 
 "stop" 1 (L 535, off 5) 
 "stored" 1 (L 1055, off 54) 
 "story" 1 (L 589, off 16) 
 "strained" 1 (L 359, off 43) 
 "strangers" 1 (L 640, off 47) 
 "stratosphere" 1 (L 614, off 23) 
 "streets" 1 (L 192, off 0) 
 "strength" 1 (L 277, off 59) 
 "stretched" 1 (L 50, off 34) 
 "strict" 1 (L 625, off 44) 
 "stripped" 1 (L 509, off 20) 
 "strode" 1 (L 758, off 22) 
 "study" 1 (L 594, off 27) 
 "stuff" 1 (L 575, off 49) 
 "subject" 1 (L 880, off 55) 
 "subjective" 1 (L 220, off 0) 
 "subordinates" 1 (L 789, off 0) 
 "subscribe" 1 (L 1214, off 0) 
 "subtle" 1 (L 42, off 31) 
 "successful" 1 (L 811, off 5) 
 "suddenly" 1 (L 533, off 20) 
 "suits" 1 (L 230, off 12) 
 "super-modern" 1 (L 194, off 39) 
 "supper" 1 (L 510, off 14) 
 "supply" 1 (L 552, off 10) 
 "sure" 1 (L 723, off 62) 
 "survive" 1 (L 1163, off 45) 
 "suspected" 1 (L 551, off 41) 
 "swamp" 1 (L 1187, off 43) 
 "swarmed" 1 (L 745, off 18) 
 "swept" 1 (L 84, off 20) 
 "swinging" 1 (L 146, off 18) 
 "swore" 1 (L 396, off 19) 
 "symbol" 1 (L 761, off 58) 
 "synonymous" 1 (L 1117, off 24) 
 "systematically" 1 (L 808, off 24) 
 "systems" 1 (L 308, off 17) 
 "table" 1 (L 669, off 14) 
 "takes" 1 (L 1173, off 55) 
 "talked" 1 (L 601, off 8) 
 "tall" 1 (L 54, off 27) 
 "tallow" 1 (L 239, off 0) 
 "taps" 1 (L 240, off 32) 
 "task" 1 (L 172, off 60) 
 "taxes" 1 (L 1015, off 47) 
 "teams" 1 (L 410, off 60) 
 "technician" 1 (L 780, off 19) 
 "technique" 1 (L 41, off 45) 
 "technological" 1 (L 820, off 0) 
 "teeth" 1 (L 723, off 15) 
 "temperatures" 1 (L 56, off 5) 
 "ten" 1 (L 201, off 33) 
 "ten-foot" 1 (L 123, off 51) 
 "tense" 1 (L 705, off 49) 
 "tensely" 1 (L 93, off 60) 
 "term" 1 (L 844, off 32) 
 "terrain" 1 (L 84, off 30) 
 "testified" 1 (L 684, off 28) 
 "texts" 1 (L 965, off 13) 
 "theory--" 1 
 "there'll" 1 (L 830, off 58) 
 "therefore" 1 (L 665, off 10) 
 "they'd" 1 (L 515, off 60) 
 "they'll" 1 (L 113, off 18) 
 "thin-faced" 1 (L 633, off 21) 
 "thorough" 1 (L 809, off 15) 
 "thoughtful" 1 (L 60, off 22) 
 "threw" 1 (L 277, off 47) 
 "thrill" 1 (L 347, off 4) 
 "throughout" 1 (L 1148, off 39) 
 "throw" 1 (L 655, off 60) 
 "thrust" 1 (L 758, off 54) 
 "thunder" 1 (L 773, off 31) 
 "times" 1 (L 839, off 0) 
 "tinkle" 1 (L 351, off 38) 
 "tiny" 1 (L 758, off 65) 
 "titles" 1 (L 308, off 31) 
 "today" 1 (L 550, off 63) 
 "tomorrow" 1 (L 226, off 21) 
 "tonight" 1 (L 427, off 43) 
 "top" 1 (L 305, off 48) 
 "topkick" 1 (L 308, off 54) 
 "tour" 1 (L 415, off 43) 
 "towel" 1 (L 535, off 60) 
 "towelling" 1 (L 244, off 57) 
 "towering" 1 (L 430, off 58) 
 "town's" 1 (L 200, off 0) 
 "tradition" 1 (L 302, off 0) 
 "trained" 1 (L 389, off 30) 
 "traitorous" 1 (L 638, off 15) 
 "transcribe" 1 (L 1052, off 46) 
 "transcription" 1 (L 1057, off 17) 
 "transmit" 1 (L 576, off 45) 
 "trap" 1 (L 579, off 41) 
 "treason" 1 (L 819, off 23) 
 "treasonable" 1 (L 696, off 6) 
 "treated" 1 (L 559, off 4) 
 "treatment" 1 (L 1186, off 30) 
 "treeless" 1 (L 120, off 29) 
 "tremendous" 1 (L 184, off 5) 
 "trial" 1 (L 683, off 20) 
 "tries" 1 (L 316, off 57) 
 "trilled" 1 (L 296, off 25) 
 "trim-uniformed" 1 (L 802, off 0) 
 "trooped" 1 (L 522, off 11) 
 "trotted" 1 (L 191, off 28) 
 "trouble" 1 (L 730, off 0) 
 "truck" 1 (L 190, off 15) 
 "true" 1 (L 761, off 9) 
 "try" 1 (L 576, off 67) 
 "tub" 1 (L 242, off 0) 
 "tube" 1 (L 56, off 0) 
 "tubes" 1 (L 81, off 53) 
 "turning" 1 (L 362, off 46) 
 "twitter" 1 (L 746, off 0) 
 "txt" 1 (L 856, off 38) 
 "types" 1 (L 1095, off 53) 
 "tyrants" 1 (L 592, off 11) 
 "unbearable" 1 (L 723, off 37) 
 "unconservation" 1 (L 685, off 21) 
 "uncover" 1 (L 46, off 36) 
 "understanding" 1 (L 567, off 0) 
 "undress" 1 (L 246, off 50) 
 "unenforceability" 1 (L 1100, off 0) 
 "unexpected" 1 (L 168, off 9) 
 "unfamiliar" 1 (L 208, off 4) 
 "uniforms" 1 (L 191, off 9) 
 "unknown" 1 (L 649, off 6) 
 "unlink" 1 (L 983, off 14) 
 "unnecessarily" 1 (L 659, off 15) 
 "unnecessary" 1 (L 818, off 31) 
 "unnoticeable" 1 (L 703, off 0) 
 "unprotected" 1 (L 924, off 33) 
 "unsolicited" 1 (L 1182, off 18) 
 "unusual" 1 (L 334, off 15) 
 "useless" 1 (L 774, off 0) 
 "valuable" 1 (L 363, off 57) 
 "vanished" 1 (L 412, off 4) 
 "variety" 1 (L 1118, off 51) 
 "various" 1 (L 857, off 33) 
 "vegetables" 1 (L 193, off 0) 
 "vehicles" 1 (L 129, off 0) 
 "version" 1 (L 998, off 0) 
